,Donor,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,size,status
20,Switzerland,-2.321773369277742,-0.18777776593548987,-0.8924553893383352,0.5730151972890286,-0.11421263107291316,-0.5209481007766594,0.20105773095988214,-0.27655080724509346,-0.23218790215162532,-0.47308130706761087,-0.5849882402246435,-0.6589695898908716,0.33050662546083787,0.08386746612898226,0.10823194582359894,0.3794889078949552,-0.1385414417643034,0.21487794764331847,0.47530171397004195,-0.08507902094870601,-0.5539262311000122,0.06885074973329129,-0.08938373748218975,0.0032271039204706023,-0.09015280502674738,0.161909245055889,-0.052804279652771874,3562.86,DAC
21,United States,-1.6220972560735787,0.8826504651733248,0.5283508465053048,0.24592291835122643,0.7829291370647575,0.8078679741490299,0.9508396684144513,-0.06586571194953415,0.12729714697961345,-0.19325849899526817,-1.397355827756084,-0.3275979481860627,0.717158967853463,0.10535070106666192,-0.27703254300286734,0.03929913296614164,0.007482745511655602,0.34691194416027,0.25525549007007814,0.6967901158110635,-0.6748686600353275,0.06839977535246397,-0.2994533523755169,-0.15046157923787506,0.13791980596168021,-0.18149765046988012,0.0027027642999436496,35576.31,DAC
22,United Kingdom,-2.6258622865346575,-0.17700226017549445,-0.7120546585272239,0.26821225127539944,-0.41455096909687084,-0.5584352486738541,-1.014689701020502,0.04780605714603611,0.37374557903536426,0.8790578182519818,0.12169787317253462,-0.48069571896967694,0.043544880451504946,0.27794298164757464,-0.4825701179534996,-0.8289600951686077,-0.4907323052275705,-0.7873751105884846,-0.04030118858370559,0.3319913665871781,-0.3544389832724384,-0.3191755169725791,0.2251553535476586,0.16789109479398512,0.1989682449906294,-0.07103744985057275,0.08721265753911295,18568.19,DAC
23,United Arab Emirates,-1.5078358834006806,2.7018013124758298,1.2919439983348822,0.8122648004382563,1.0811755160148029,3.6542395917059447,-1.614357115360181,0.11099249741688456,-0.8775161139058584,-0.6145424836084405,-1.3105994639253278,-1.066267505188466,0.062147535571033016,-0.2589960109744976,0.06021142855074485,1.47678914396819,-0.5633212390885664,-0.2226721417768605,-0.2974150001252546,-0.19410674417399942,0.049801866277008944,-0.30361164038270383,0.03916089026026227,-0.04456646094260456,-0.13313699703855292,-0.08607277400540636,0.1028178374405269,1853.07,Participant
24,Denmark,-3.0239666320157026,-0.635049456270572,-0.04550983828369269,0.9658855236156351,-0.16072393763715404,1.1268016529558706,0.4401850998507737,-0.37886605464325546,-0.9169452895809934,-0.02038568179490345,-0.20199625817369266,0.319846422196787,-0.2866786234831467,-0.16985376995281984,1.0902842392239656,-0.10616289634282212,0.2055829654271213,-0.26302599463866955,0.324446477531871,-0.30638965016142305,0.25854105899286856,-0.03689657910246097,-0.06680931347345861,-0.09845813282161921,0.05368647666790034,-0.08370384853175247,-0.009737270437825157,2651.54,DAC
25,Finland,-2.6478871743454393,-1.0286906377079683,-0.7557562209070685,0.2396874752653328,-1.6375521393759438,0.28428730178723377,-0.7543357735758086,-0.6345116423051292,-0.8606104426035881,2.602393105041547,1.2249561943076033,0.06031704608455218,2.0105746112395817,-0.2451119232389689,-0.7197512907099969,0.10231184327816001,0.1712594400353716,0.9487150992188749,-0.5567375195572024,-0.3025238537120695,0.25616063018145097,0.31241851192795145,-0.09051695762212617,0.05979062688559564,0.030198154520733506,-0.11408345084168754,0.0601787514283138,1278.17,DAC
26,France,-0.17098914380480265,1.5296130940970176,-1.895676066510037,-0.5384132534924305,0.12819300033565403,-1.2569595333137722,-1.8506320596793813,-0.14704335519033532,0.010763077142879822,0.10966398850893372,0.190986609128288,-0.4479092405982698,-0.9519801375718473,-0.3798569672409115,-0.29010525692081884,-0.5549867652290099,-0.7647076933463293,-0.3293196984871069,-0.15117678859976372,0.6370433639838188,-0.08078539745544691,0.18815419308261205,-0.40897627395392677,-0.27144504349665277,-0.03885538669289834,-0.14599475878403595,0.08655422233843381,14124.7,DAC
27,Latvia,1.1376025937974994,-4.565582974513464,0.4520625214803075,-1.5067875534804192,-1.4471371179145165,-0.7815992603556757,-0.4110993815970323,1.129129343335268,-0.5329994320398267,-0.12246732391546847,-1.5221372091903094,1.7958370565399908,-0.1789854274876443,0.4181377715040318,0.6427241082460045,-0.4113746373774981,-0.23851900248126934,-0.061805341152026495,-0.4898022493762211,-0.2487679846938375,-0.06960571157533099,-0.34796930460574665,0.06951657984848926,-0.10311640087723864,-0.010957651194288376,-0.050130076709063165,-0.008034187761126667,40.62,Other
28,Israel,3.2957525272676347,2.7699829420126747,1.028139978867609,0.6553951983477164,-0.07037675064097505,-1.357031898325098,-0.17370488700778453,-1.0426509944082893,-0.2696113702006102,-0.059167755284662636,-1.82032177845312,-0.9755831224003261,0.7347274052605198,-1.4522097682996589,-0.002345034024960714,-0.8790587486903065,-0.4440615735452651,-0.2474505481522038,-0.1261656940132468,-0.33975964849425355,0.04973525529611757,0.39301118832927967,0.46585277047168216,-0.025607024997064482,-0.35191154460667967,-0.0678849213638751,0.023786590973348197,291.04,Other
29,Canada,-2.269042821678642,-0.17755784000555103,-0.4078428822442048,0.35796436790532665,0.6725689091142065,0.007351769725421321,0.3710072358331369,-0.7763679354796749,-0.09453751376682086,-1.0207021789217812,-0.42138451683003775,0.023576223759563447,0.1038952021095018,0.10648890539443766,-0.07588139328700017,0.32974026692789193,0.4752305043658464,0.19528013610265124,0.36532476457950364,0.5410087579777527,0.21316640009755594,0.11600591538159606,0.0874110230865454,-0.1434462310035552,-0.13481375449829988,0.258707595839054,0.021955357672903332,5051.67,DAC
30,Hungary,2.149817948329787,0.1904090781962198,-2.0911790083540205,-0.5269594961309382,1.282157740767452,-0.5543427619495144,0.5391638055656338,1.4102057707060056,-0.41222947807273486,-1.0450963152102646,0.36879676641785303,-0.32671363109775187,0.4811297891900755,-1.070553406983025,-0.14375315701132318,-0.1195476712778855,-0.025222318006258265,0.5408331501920268,0.7236681278954772,-0.7027051325774105,-0.007412144322690234,-0.14679427944537052,0.2926192981855406,-0.1827476231373363,0.18455737181351647,-0.07782276051581834,0.04398687725858909,417.88,DAC
31,Slovak Republic,2.465106772394932,-1.4069515548447502,-0.5974812318250955,0.07537587689332713,-0.19636423501203146,-0.12303622157086043,0.36338342856919204,-0.9000929438755079,0.3375232593735282,0.9406606881789767,-0.888143351267075,-0.6330527056189242,-0.1765575888328596,0.32002656674960805,0.004202674106839613,0.7494638172862975,-0.4265427654558581,-0.7937793781579695,-0.11929477552194624,-0.07277448168811987,0.37887586595418915,0.7847710420017706,0.07153906201578718,-0.35656985943283137,0.4536539659716449,0.18283901569902203,0.04324234970174715,141.2,DAC
32,Netherlands,-2.6059970924937375,-0.24881379698779368,-1.3183715879633198,0.10069353089683336,-0.41509670891601247,-0.06963680812877455,-0.7888140953417468,-0.7044655927828055,0.5551447927576972,0.7211935194425791,-0.9413227276952357,1.4384707801485186,0.16515743887544135,-0.18004636761452933,0.30588654504932977,-0.1812490668485943,0.34960434149126274,0.1276151859879531,0.027414668526124543,0.728412564940002,-0.12292453200278396,-0.17686689795396374,0.6870925100668435,0.03780074516121292,0.005049720521264472,0.2111132633490225,0.031053485197211846,5358.94,DAC
33,Luxembourg,-3.3696634955975155,1.2706995184154706,-1.9253111040823023,0.1652945177768321,-0.4168178021757021,0.29634103952672886,-0.5150692659465154,0.638970029849174,0.41120174815916355,1.414649488341018,0.6192089412435613,0.18291049624810166,-0.03020271001303116,-0.6336583388554254,-0.16248069449698083,0.38176374466184737,-0.699511950835906,-0.1574244344729319,0.40186633693557594,-0.3188671014956361,-0.09146659263479484,-0.3347290782641982,0.1946793526107779,0.03497351741423341,-0.1508105809004019,0.1674661749483543,-0.1087678571174985,452.34,DAC
34,New Zealand,-1.0274203873422072,0.5332614541993868,-0.4270811613377001,-3.182052913529348,-0.954056825136076,-0.2836052612375056,-0.7830690908181074,0.7051144371430823,1.4939730198795529,-1.5972363331109642,1.0856952791766161,0.5447386987019246,0.6593161794725748,-0.2924998034203509,1.3014402474272218,0.916224151746699,-0.9499608533646482,0.17572607561316786,-0.17481824947112407,-0.24889936756768058,-0.00189410152106438,0.20942410954126892,-0.09601727028501507,0.034811530382214566,-0.008103338709069744,0.034263564884571746,-0.05400161447966235,529.74,DAC
35,Korea,-0.12980810826044967,1.7811655280178154,1.1295901275682045,-2.770786059208223,1.2012901043613664,0.358609401326045,-0.23978870531568314,0.42850287654111996,0.8056820989207135,0.6119274236891127,-0.16845837735575395,0.25970721241085376,-0.09102581296052283,-0.11530614330075815,-0.35868226102000916,-0.3553732428460965,-0.4646847812607929,0.2787080609444131,0.34507595058219676,0.09167852008443522,-0.2759264692172018,0.016877940637119115,-0.2957735477206657,0.012026527482915033,0.027028634916798563,0.30062776771037164,-0.073258471191893,2250.02,DAC
36,Bulgaria,4.121247138562291,-0.9990190324855077,-0.1921915803043772,0.7465475031467379,-0.5344806148478155,0.06754879834297603,0.1213670238392549,-0.7123687791701832,-0.14830549810641083,1.1461726941163852,-0.39327451781429806,-0.7883282809812083,-0.5024427080869962,0.2492168101819965,-0.08159942068298061,0.3150008012049204,-1.0248372186699453,0.9282342958716373,0.007946557654061425,0.5160665208325046,0.3453542076161922,-0.38404296484581,-0.23909463538623177,0.36567690685682114,0.01718693220266385,0.08281348789487122,-0.03894154600098567,85.72,Participant
37,Romania,5.098669699179323,-2.4460275284731305,-1.9250238824158634,-0.8587379282861852,1.2122850205587552,1.7400639720334594,-0.8454533001985574,2.421033210229782,-0.9507128463982251,-0.05171196605002397,1.120331339514675,-0.3113834361294651,0.08021463413882834,-0.5309913209820499,0.21060810312697706,-0.6395240804138849,0.190563450731011,0.03599628300709364,-0.3631375669789851,0.091325856271145,-0.025167079972119907,-0.0895663921683286,-0.04852067505340251,-0.022770434951650088,-0.04353133722758154,0.08961109181602189,0.10623911683593862,308.89,Participant
38,Croatia,3.250652203944798,-0.7250216618862528,0.6581701192539419,-0.6679363517731501,1.4149605822573146,-0.02773711253830086,1.8304068881401887,0.5172489247398324,1.4024031213926398,2.3946625612292998,-0.5681626018687674,-1.2995773506944643,-0.5619501159080299,0.4939644131926273,0.7508817030513635,-0.034843500127011894,0.4538116617345896,0.47354881448821656,0.0665537359256373,-0.23517194541405004,-0.4227045010540558,-0.010955516532743157,0.23431296100085713,-0.045151858060980855,-0.059659077506184016,-0.09049006659896368,-0.006776628128550985,76.99,Other
39,Chinese Taipei,3.7330906515309596,1.2733525210447267,1.4852222373840465,-0.8271901952102444,-2.5883306457827238,0.24072730209313203,0.531647016760647,-2.1872868532163623,2.4566799930444723,-0.23768725869571664,0.23474545972697905,-0.5234712717953797,0.06781660060418547,-1.4148121416212336,0.4379127298628311,0.5307840916542677,1.0483062602248197,-0.4557135265606629,0.043711858869082056,-0.008052243066824687,0.1419758846449783,-0.4100280466471894,-0.22590026014816902,0.18160056825041493,0.09835629783256641,-0.021917405498220164,0.018618097101872465,406.35,Other
40,Kuwait,2.0792546578830393,5.234167750443085,0.4028913820263719,-0.9782943518156809,2.3314979056292464,-3.078272254961169,0.009322829037562262,-0.66309940500864,-2.0182337219398296,0.9484506042867582,0.10348553548995978,1.5678700639426397,-0.1880054037224646,0.0010612850285656081,0.8219886803454169,0.9180477492978635,0.7125956849413293,0.04584941501273409,-0.4434334392509122,0.32371132081281095,-0.06093295807343446,-0.13730611660316683,-0.08574121923333385,-0.05129947846386064,-0.04445620818858996,-0.09920661201603387,-0.03315485609873152,388.38,Participant
41,Kazakhstan,-2.0111099294820782,-5.079752726549272,6.177246609091227,-1.7675176397477461,-0.8660311559908721,-0.4248405058713961,-2.270400540932488,-0.39582981643541215,-1.263282042375995,-0.6954291174692968,-0.8557007861932467,0.07965366067046112,-0.5174064010683005,-0.5695983409795716,-0.8500607753620537,0.08773897976751417,0.46704743431033774,0.452263858253539,0.3464982884942829,-0.07080119420240576,0.14001228451241063,0.047522119876801154,0.036211948916372645,-0.0008661421444877309,0.030028962954621534,-0.022391733794792937,-0.01799193986593087,37.11,Other
42,Saudi Arabia,-0.6205241248758862,1.791646797815604,1.363400416968444,0.17322583672029213,2.306587251001108,0.48037443175344124,0.34193017814118903,0.17098123427973402,-0.597753420117654,-0.4974475559197396,0.2623244210798921,-0.6148190343072093,0.809162400285545,0.6426682127110024,0.5410315076719333,-0.47021251228897354,0.22361394418163957,0.12747121642042908,-0.18331707069081188,-0.24219480004543484,0.46470606810122983,0.12738847796177247,-0.17700992093386936,0.26085575830597285,0.12340747290605682,0.12388885973855449,0.04006659295189027,1821.15,Participant
43,Azerbaijan,-1.3610335346946651,-1.2352442305827767,2.8460279539834583,-2.113280804942943,3.8085731430572047,-0.40377981978852473,-0.45186051031747854,0.3613860861128227,2.488983126756323,0.9923371924054163,0.016882806260767116,0.6501824035647914,0.571019328840463,0.6110920202836844,-0.755011034136284,-0.2523471585802874,0.0807575958127929,-0.8088021503115798,0.3416874418021974,-0.35313710012527155,0.3669189116328918,-0.08303881669423396,-0.12202799840143891,0.041849631999499336,-0.12626009236266061,-0.11147578344122182,0.001315094041210847,44.38,Participant
44,Cyprus,-1.0027123956751367,-3.7609916984030334,5.152967563735917,2.4239248089127448,0.6501451479295314,-0.37248877006972225,2.5905564496657782,-0.7921582334012859,-0.5729546167051979,-0.27403297273063976,2.8394049566098563,-0.3617659493822878,0.20729773833055976,-0.5438446207882305,0.5515908769078808,-0.20789594338531872,-0.661341973727257,-0.2237207406562601,-0.25117768081846725,0.34903001541858925,-0.4502863044576603,-0.09837136450825307,0.060346869785545515,-0.18883890709285045,-0.08670904607751799,0.07178371956259681,0.056183723128645044,14.83,Other
45,Thailand,1.6294025685123612,5.1723718581221005,1.2031840698893255,-3.373583385647657,-2.9325369152117453,1.6529446979068163,1.8523094474178592,-0.19229970715654301,-1.4536066275716752,-0.2638942005275367,0.7028068347161907,0.32088560122314186,0.7214403994113519,1.6208809062951641,-0.39199806459104847,-0.4596726227609021,-0.16042259631564423,-0.5581996867577961,0.5161818765975771,0.17193882776330346,0.0997698085706012,-0.03275930942203889,0.2017113364578999,-0.012024169509670274,-0.13182331397684083,-0.024806451832589043,0.08911702983044144,63.34,Other
46,Qatar,-0.7148925985325637,2.2169692854870746,1.1972520956749777,2.6424936028457355,0.2723533546890163,-0.40755685717080703,0.23053794703416805,1.8854522235099607,0.4605182882627494,-1.482114587301044,-0.6268918956999467,-1.224685713312252,0.1372044425943228,0.7926673073345927,-0.6133233554464599,0.01385426324709881,0.5718605095770131,-0.0029461134866716338,-0.8712676708149584,0.11389234170664447,0.09014261585573304,-0.20503519655482302,0.1804092384691341,0.05396356037836211,0.08909351244987117,0.04714917928344348,-0.171738889362779,591.48,Participant
