"","Recipient(s)","All Developing Countries, Total","North of Sahara, Total","South of Sahara, Total","Caribbean & Central America, Total","South America, Total","Middle East, Total","South & Central Asia, Total","Far East Asia, Total","Europe, Total","Oceania, Total","LDCs, Total","Other LICs, Total","LMICs, Total","UMICs, Total","Land-Locked countries, Total","Small island states, Total","Fragile states, Total","Afghanistan","Albania","Algeria","Angola","Antigua and Barbuda","Argentina","Armenia","Azerbaijan","Bangladesh","Belarus","Belize","Benin","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Burkina Faso","Burundi","Cabo Verde","Cambodia","Cameroon","Central African Republic","Chad","China (People's Republic of)","Colombia","Comoros","Congo","Costa Rica","Cote d'Ivoire","Cuba","Democratic People's Republic of Korea","Democratic Republic of the Congo","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt","El Salvador","Equatorial Guinea","Eritrea","Eswatini","Ethiopia","Fiji","Gabon","Gambia","Georgia","Ghana","Grenada","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","India","Indonesia","Iran","Iraq","Jamaica","Jordan","Kazakhstan","Kenya","Kiribati","Kosovo","Kyrgyzstan","Lao People's Democratic Republic","Lebanon","Lesotho","Liberia","Libya","Madagascar","Malawi","Malaysia","Maldives","Mali","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia","Moldova","Mongolia","Montenegro","Montserrat","Morocco","Mozambique","Myanmar","Namibia","Nauru","Nepal","Nicaragua","Niger","Nigeria","Niue","North Macedonia","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Rwanda","Saint Helena","Saint Lucia","Saint Vincent and the Grenadines","Samoa","Sao Tome and Principe","Senegal","Serbia","Sierra Leone","Solomon Islands","Somalia","South Africa","South Sudan","Sri Lanka","Sudan","Suriname","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tokelau","Tonga","Tunisia","Türkiye","Turkmenistan","Tuvalu","Uganda","Ukraine","Uzbekistan","Vanuatu","Venezuela","Viet Nam","Wallis and Futuna","West Bank and Gaza Strip","Yemen","Zambia","Zimbabwe",
"Donor(s)",
"New Zealand","","433.41","0.23","10.22","2.39","1.66","9.46","21.83","55.29","0.02","293.93","102.35","0.25","89.4","82.17","16.26","178.13","110.99","2.15","..","0.03","..","..","0.13","..","..","0.1","..","..","..","0.06","0.06","..","0.06","0.15","..","..","..","8.85","0.02","..","..","0.34","0.67","..","..","0.07","..","0.05","..","..","..","0.11","0.03","0.12","0.2","0.06","..","..","0.05","2.74","16.51","..","..","..","0.43","0.07","0.07","..","..","0.05","..","0.07","0.13","12.17","..","3.42","0.17","0.33","..","0.68","14.9","..","..","7.61","0.32","0.02","..","..","..","0.44","0.08","..","..","0.56","..","0.03","0.06","0.4","..","0.28","..","..","..","0.02","18.18","0.02","3.48","0.34","0.07","..","0.67","18.43","..","..","1.18","0.05","24.2","0","0.31","4.99","1.03","..","0.21","0.02","20.06","..","..","..","0.03","21.26","..","0.1","..","0.86","..","0.08","2.27","..","0.17","0.38","13.8","..","15.98","14.79","..","0.02","..","7.2","0.19","..","..","20.52","0.01","4.03","..","0.85","2.27","0.97","0.25"
"Norway","","3149.2","12.92","713.11","19.54","99.09","323.49","197.56","89.41","70.79","2.45","766.08","7.11","374.65","220.04","443.4","12.74","939","79.51","1.4","1.24","5.89","..","..","0.54","0.55","14.97","0.57","..","0.71","0.06","2","4.66","0.04","17.51","7.55","3.76","..","4.36","2.76","4.62","..","9.6","55.75","..","0.51","..","0.11","0.97","1.17","31.26","0.48","..","..","1.27","3.83","0.7","..","0.21","0.49","79.54","..","0.18","0.22","5.29","2.63","..","4.68","0.15","0.07","2.93","6.94","1.34","9.61","58.91","2.41","25.36","..","24.7","0.01","10.3","..","5.24","0.36","2.73","56.48","0.28","14.28","3.13","9.12","53.51","0.16","..","28.09","..","..","..","..","..","1.33","0.23","1.02","..","1.33","49.05","30.56","0.69","..","32.91","1.7","22.46","18.13","..","3.08","7.29","..","..","0.96","..","9.57","3.48","3.93","..","..","..","0.37","..","0.17","3.83","1.5","..","65.22","3.45","68.14","6.3","28.75","..","101","2.82","46.9","2.27","0.5","0.52","..","..","0.16","5","..","..","33.52","24.2","..","..","6.53","4.82","..","66.86","28.25","5.39","5.94"
"Poland","","233.06","1.14","20.73","0.69","1.32","11.05","19.34","19.57","148.77","0.02","15.92","0.93","104.18","100.62","23.25","0.17","28.33","0.69","3.65","..","0.32","0","0.05","0.58","2.17","0.68","62.64","0","0.01","0.01","0.03","0.13","0.02","0.46","..","0.05","0.01","0.02","0.37","..","0.01","5.77","0.31","0","..","0.02","..","0.03","0.05","..","..","0","0.02","0.26","0.79","0.03","..","0.04","..","1.21","..","..","0.05","2.04","0.49","..","0.01","0.01","..","..","0.02","0.01","7.14","1.18","0.31","2.2","0.04","0.98","2.33","2.09","..","0.95","0.22","0","4.12","0","0.03","0.11","0.03","0.02","0.46","..","0.36","..","..","0.02","0.5","..","1.86","9.51","0.08","..","..","0.02","0.24","..","..","0.15","..","0.02","2.96","..","0.13","1.1","..","0.01","0.02","..","0.16","0.13","0.5","..","..","..","..","..","0.4","0.2","..","..","0.05","0.2","0","0.15","0.46","0","2","0.17","9.4","0.94","..","0.01","..","..","0.25","13.07","0.17","..","0.59","65.22","1.5","..","0.06","1.4","..","1","0.44","0.07","0.89"
"Portugal","","230.37","0.92","127.91","4.09","6.63","4.72","1.51","58.88","0.81","..","125.26","0.08","20.9","57.18","3.12","64.22","116.59","1.05","0.28","0.23","4.08","..","0.1","..","0","0","..","..","..","..","..","..","0.03","5.48","..","..","14.6","..","..","0.99","..","44.15","0.58","..","0","..","0.07","3.87","..","..","..","..","..","0.02","0.09","0.05","0.11","..","0.05","0.04","..","..","0","0.1","..","..","..","0","17.25","..","..","..","0.36","0.03","0.02","0.1","..","..","0","0.07","..","0.06","..","..","0","..","..","..","..","..","0","..","0.49","..","..","0.01","0.16","..","0.01","..","..","..","0.32","72.07","..","0.26","..","0","0","0","0.03","..","0.01","0","..","0.02","..","..","0.03","..","..","..","..","..","..","13.91","0.23","0.05","..","..","0.1","1.08","0.34","..","..","..","4.44","..","0.03","0.07","14.59","..","..","..","0.22","0.1","..","..","0.03","0.27","..","..","0.4","0.04","..","0.09","0.04","..","0.08"
"Slovak Republic","","37.35","..","2.92","..","0.01","1.02","1.61","0.02","24.78","..","2.26","..","5.28","22.8","2.68","0","3.95","0.42","0.53","..","..","..","0","..","0.01","..","0.17","..","..","0.01","..","0.41","..","..","..","0","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.27","..","..","..","1.12","..","..","..","..","..","..","..","..","..","0","..","0.48","..","0.01","..","1.09","..","0.26","0.02","..","0.34","0","..","..","..","..","..","0","..","..","..","..","..","..","1.03","0.01","0.1","..","..","..","..","..","..","..","..","..","..","..","0.28","..","..","..","..","..","..","..","0.07","..","..","..","..","..","..","18.6","..","..","0.73","..","0.41","..","0.04","..","0.1","..","0.16","..","..","..","..","..","..","1.86","..","..","0.14","1.52","..","..","0.01","0.01","..","0.09","..","..",".."
"Slovenia","","31.15","0.05","0.39","0.09","0.01","0.96","0.18","0.02","22.1","..","0.39","..","2.53","20.22","6.3","0.1","0.72","0.05","0.34","..","..","..","..","..","..","..","0","..","..","..","..","6.23","..","0.01","..","..","0.01","..","..","..","..","0.02","..","..","..","..","..","0.09","..","0.03","..","..","..","..","0.02","..","..","..","..","..","..","..","..","0.12","0.04","..","..","..","..","..","..","..","..","..","..","0.05","..","0.11","..","0.07","..","1.18","..","..","0.35","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.1","..","..","..","..","..","..","..","..","..","..","..","6.05","..","..","..","..","..","..","..","0.14","..","..","..","..","..","..","5.03","..","..","..","0","..","..","..","..","0.11","..","..","..","..","..","..","..","0.03","0.95","..","..","0.06","0.6","..","..","..","..","..","0.24","0.1","..",".."
"Spain","","1036.17","56.33","128.89","154.73","216.04","64.88","17.55","8.26","41.92","0.47","129.47","0.13","266.3","276.42","83.21","29.67","291.9","0.36","0.45","8.03","0.7","..","1.95","0.37","0.25","0.97","0.15","0","0.56","..","20.91","0.66","..","5.4","3.3","0.71","0.93","0.17","1.54","1.42","2.26","2.27","75.94","..","0.21","0.82","2.76","6.47","..","4.84","0","..","8.64","19.2","2.04","46.01","1.73","0.06","0.01","7.78","..","0.01","1.44","8.51","0.6","..","28.28","3.91","2.04","0","10.94","25.67","5.89","0.13","0.79","7.6","0.18","2.94","0.13","1.03","..","0","0.06","..","9.57","..","0.09","0.49","0.22","0.33","0.03","..","21.11","0.1","9.53","..","5.48","..","0.09","0.06","0","..","35.23","15.36","0.02","0.02","..","0.13","17.77","11.82","2.92","..","0.02","0.68","..","0.65","..","7.89","32.35","5.45","1.72","..","0.02","..","0.15","0.03","18.28","0.68","0.87","..","1.27","0.06","0.51","0.03","0.38","0","14.63","0.04","1.21","0.06","0","0.6","..","0.15","6.65","27.41","..","0.01","1.69","8.65","0.09","..","50.62","0.09","..","26.03","2.79","0.02","0.13"
"Sweden","","3611.46","13.8","1107.12","48.33","78.59","286.87","259.35","44.14","191.28","1.69","1136.58","50.28","385.15","229.28","626.23","5.3","1463.95","119.24","13.21","1.72","1.87","..","0","4.68","2.21","56.79","5.8","..","0.86","0","23.96","25.13","0.04","1.56","44.89","3.16","..","26.42","9.91","18.61","9.48","2.31","35.45","0.06","0.32","0.04","0.95","2.98","3.49","75.27","0.72","..","..","0.22","2.58","1.99","..","0.31","0.14","59.39","..","0.09","0.98","16.18","1.84","..","30.01","0.22","..","..","1.23","1.98","5.25","1.92","2.4","42.84","0.02","10.18","0.06","52.86","..","15.97","0.06","0.52","8.88","0.13","35.68","6.55","0.91","2.84","0.32","0.45","34.63","..","1.38","..","2.46","..","15.07","0.16","0.03","..","0.3","81.01","41.46","1.41","..","1.95","1.8","5.02","22.11","..","6.97","5.16","..","..","..","0.75","0.96","5.98","22.68","..","..","..","..","0.09","0.39","14.71","0.79","0.12","94.22","5.89","72.62","2.03","66.31","..","58.17","0.34","72.9","1.01","0.31","0.85","..","..","1.49","31.07","..","..","73.3","32.05","0.2","0.05","11.74","1.72","..","57.74","50.65","56.35","46.79"
"Switzerland","","2884.7","65.69","557.18","102.4","117.92","154.17","265.75","115.6","187.3","0.67","648.51","16.82","486.78","287.71","480.37","38.8","829.16","36.28","32.55","2.28","0.67","..","1.03","5.13","3.82","36.18","0.28","..","28.04","1.1","27.24","21.77","..","3.66","51.01","8.14","0.03","19.42","8.35","9.36","28.54","4.45","42.18","..","0.18","0.06","0.58","14.75","6.81","31.59","..","..","0.06","0.96","17.31","2.48","..","1.29","0.32","19.41","0.18","0.01","0.19","8.93","20.53","..","3.19","1.15","0.67","0.04","22.54","24.07","10.36","13.68","0.74","14.62","..","19.79","0.04","12.11","..","20.23","24.09","21.93","27.3","0.69","0.03","8.25","3.1","0.71","0.03","..","42.96","0.09","0.31","0.03","1.85","..","16.22","14.82","0.02","..","5.24","33.98","48.5","0.35","0.15","39.13","20.45","34.04","14.37","..","20.43","3.18","..","0.53","0.04","1.6","23.04","1.56","6.17","..","..","..","..","..","4.29","27.11","0.08","0.02","26.45","17.78","24.39","3.66","14.8","0","40.84","20.68","30.91","0.93","..","1.86","..","..","29.35","3.79","..","..","2.9","34.48","8.41","0.19","10.95","22.39","..","32.31","14.87","0.79","10.01"
"United Kingdom","","12381.1","87.23","2825.19","139.3","206.68","940.58","1284.84","203.11","212.77","24.55","2949.44","125.72","1514.08","879.99","1449.76","79.6","3952.65","291.39","1.73","8.87","1.3","0.25","4.67","2.89","2.27","261.02","1.97","2","0.02","0.52","1.93","5.41","2.55","46.98","0.44","3.84","0.2","2.71","19.37","25.46","5.44","84.03","97.72","0.14","1.03","0.89","1.75","2.36","0.28","174.53","1.47","1.26","0.69","1.63","22","0.91","..","2.45","0.55","325.62","3.54","..","25.8","5.09","44.37","0.07","1.13","0.72","0.11","2.15","0.25","0.35","134.51","43.13","3.69","61.17","11.09","104.38","3.62","118.04","0.03","9.17","6.26","1.96","154.44","0.68","3.77","17.07","2.11","85.78","13.3","0.76","11.5","..","..","1.11","44.92","0.12","1.65","3.09","1.91","43.6","10.51","71.63","132.67","1.73","..","108.29","0.42","0.83","309.42","..","3.41","261.71","..","1.79","1.6","0.96","10.36","24.67","54.84","58.85","0.51","0.08","0.1","..","3.35","3.54","95.31","1.15","298.31","62.02","199.78","12.39","178.59","0.05","233.73","5.72","123.63","14.82","0.22","..","..","0.03","18.54","66.95","0.7","0.02","115.22","32.58","4.22","0.09","26.36","10.09","..","66.5","283.62","52.94","125.44"
"United States","","30312.46","429.06","11361.91","1117.34","954.01","3422.17","2372.49","824.74","538.09","258.3","10351.04","283.94","6639.93","3337.55","5853.38","656.24","13946.05","1015.64","16.05","4.93","41.33","0.09","6.03","32.4","12.14","312.73","8.21","3.56","97.49","0.22","6.91","47.51","54.5","53.46","121.36","62.45","0.47","114.35","202.09","130.34","88.32","22.13","558.93","0.87","17.89","24.2","196.3","10.01","..","783.79","21.32","0.29","53.95","58.8","183.55","191.01","0.13","0.1","62.53","796.11","1.93","1.3","2.71","71.79","206.4","..","151.04","43.33","4.92","2.57","273.1","85.87","93.67","167.61","..","534.71","19.47","1217.34","14.19","683.84","0.22","39.13","45.08","63.37","247.07","78.25","179.67","65.83","121.76","323.1","9.54","1.21","186.43","104.5","16.1","0.76","175.43","122.47","35.3","31.49","2.37","..","80.57","485.86","177.07","83.21","..","136.37","31.07","212.52","932.87","..","18.8","304.95","2.52","7.32","10.96","26.71","142.89","153.38","189.76","..","..","0.08","0.92","0.09","162.19","28.01","53.41","0.9","691.45","720.78","725.86","39.65","230.01","0.2","691.06","32.41","618.56","44.62","37.73","4.49","..","0.67","93.84","50.42","3.68","..","646.4","238.35","22.51","1.81","90.96","137.48","..","24.85","704.72","394.3","283.94"
"EU Institutions","","23977.1","2757.73","5566.67","649.08","732.98","1728.56","2238.23","613.01","5661.41","138.27","4898.19","119.53","8143.76","4862.89","3371.46","430.54","6496.97","368.86","133.09","85.46","33.33","2.88","24.32","137.8","26.26","279.47","162.3","5.63","148.56","24.06","44.42","260.54","5.48","274.83","236.84","56.42","34.8","139.62","102.4","151.31","165.71","184.41","110.9","2.07","17.46","4.68","123.86","25.54","3.1","200.19","31.41","2.5","33.75","58.2","899.92","15.52","0.32","2.87","23.24","209.18","17.55","5.47","62.77","481.4","129.39","0.61","32.34","48.08","15.67","11.24","103.32","60.48","314.54","20.95","32.35","272.27","28.22","474.55","0.98","158.01","6.77","251.82","76.45","33.62","139.74","19.02","41.68","58.37","110.16","107.84","0.9","25.8","156.68","0.4","80.34","10.16","153.88","4.6","278.94","43.87","221.04","5.58","1083.14","183.83","178.53","20.69","0.07","33.88","73.53","237.36","172.44","..","259.46","134.55","..","2.65","24.05","56.07","24.66","26.63","72.63","10.43","0.52","0.7","0.54","8.34","216.27","410.12","111.44","9.39","165.87","150.49","117.15","26.26","104.37","5.45","306.2","26.13","107.2","12.47","26.6","57.64","..","2.83","454.39","1450.12","2.64","0.12","171.56","1660.19","52.13","14.84","56.33","90.33","11","272.16","201.15","59.04","116.44"
"Azerbaijan","","33.29","..","3.79","1.84","1.2","6.61","7.81","0.35","3.83","..","4.55","..","6.89","11.7","6.29","1.45","11.8","0.29","..","..","..","0.05","0.3","..","..","..","0.01","0.05","..","0.24","0.1","0.83","0.1","0.05","..","0.1","0.1","..","..","..","0.25","0.35","0.07","0.1","..","0.22","..","0.33","..","0.02","0.4","0.07","0.08","0.2","..","0.04","..","0.1","0.03","..","..","..","0.1","..","..","0.05","0.33","..","0.1","0.1","0.09","0.24","..","..","5","0.29","0.08","..","0.59","..","..","..","2.5","..","1","0.1","..","..","..","0.1","..","..","0.1","..","0.4","..","0","..","0.27","..","1.02","..","..","0.1","..","..","..","0.35","0.08","0.27","..","..","0.11","2","..","0.08","..","0.11","0.05","..","..","..","0.04","0.03","..","0.1","0.4","0.24","0.1","..","..","..","..","0.35","0.43","0.09","..","0.35","..","..","..","0.2","..","..","..","..","..","..","0.1","0.26","0.24","..","0.12","..","..","..","0.03","..",".."
"Bulgaria","","9.21","..","..","..","..","0.47","0.49","0.1","3.32","..","0.2","0.01","1.1","2.63","0.94","..","0.54","0.09","0.37","..","..","..","..","0.11","..","..","0.01","..","..","..","..","0.2","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.01","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.16","..","..","..","..","..","..","..","..","..","..","..","0.06","..","..","..","..","..","0.07","..","..","0.03","..","..","..","..","..","..","..","..","..","..","..","..","..","0.2","0.06","0.09","..","..","..","..","..","..","..","..","..","..","..","0.48","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.32","..","..","..","..","..","..","..","..","0.19","..","..","..","..","..","..","..","..","1.07","..","..","..","0.2","..","..","..","0.03","..","0.08","0.11","..",".."
"Croatia","","19.34","0.02","0.02","..","0.04","1","0.03","0.04","15.05","..","0.02","..","0.44","14.91","0.07","0.01","0.32","0.01","1.23","..","..","..","..","..","..","..","..","..","0","..","..","12.36","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.01","0","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.07","..","..","0.13","..","..","0.02","..","..","..","..","..","..","..","0.01","..","..","..","0.04","0","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.08","..","..","..","..","..","..","..","..","0.22","..","..","..","..","..","..","..","..","1.01","0.02","..","..","0.11","..","..","0.04","..","..","..","..","..",".."
"Cyprus","","2.65","..","..","..","0.02","0.1","0.09","..","0.02","..","0.04","..","0.09","0.1","0.09","..","0.06","..","0.02","..","..","..","..","0.09","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.06","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.02","..","..","..","0.04","..",".."
"Estonia","","16.68","0.06","1.09","..","0.06","1.51","2.22","0.03","4.95","0.01","2.18","..","5.99","0.84","2.37","..","3.38","1.21","..","..","..","..","..","0.06","0.03","0.06","0.23","..","..","..","..","..","..","..","0.3","..","..","..","..","..","..","0.03","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.11","..","..","..","0.87","0.11","..","..","..","..","..","..","..","..","..","..","0.17","..","0.17","0","0.12","..","0.01","..","..","0.22","..","..","0.06","..","..","..","..","0.22","..","..","..","..","..","0.37","..","..","..","..","..","0","..","..","..","..","..","..","..","0.03","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.02","..","..","..","0.17","..","0.63","..","..","..","..","..","..","..","..","0.07","..","..","0.03","3.43","..","..","..","..","..","0.22","0.06","..",".."
"Israel","","241.59","0.29","5.28","3.21","7.12","79.98","29.65","10.14","14.21","0.19","3.26","0.07","121.72","24.99","5.07","0.4","37.82","0","0.13","0.05","0","..","3.99","0.07","0.47","..","2.04","..","0.05","0.02","0.03","0.03","0.01","1.93","0.03","0","0","0.03","0.06","..","0.06","9.61","0.58","..","0.02","0.18","0.08","0.04","0.04","0","0.01","0.01","0.04","0.09","0.13","0.01","..","..","0","1.24","0.11","0","0.07","0.45","0.25","..","0.22","0.02","0","0.01","0.04","0.11","27.08","0.06","0","0.01","0.01","46.36","0.52","0.73","..","..","0.07","..","0.01","0","0.08","..","0.01","0.37","..","0.03","0","0.01","..","0.02","2.27","0.01","0.86","..","0","..","0.11","0","0.17","0","0.01","0.26","0.01","0","0.44","..","0.09","0.02","0.01","0.27","0.03","0.09","0.25","0.12","0.26","..","..","..","..","..","0.09","0.56","0.01","0.02","..","0.93","0.01","0.09","0.02","0.01","0.01","0.01","0.11","0.07","..","0.08","..","..","..","0.35","0.03","..","0.15","10.14","0.35","..","0.13","0.22","..","33.58","..","0.02","0.04"
"Kazakhstan","","30.19","..","..","..","..","..","9.79","..","..","..","0.01","..","9.26","0","9.27","0","4.55","0.01","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","4.24","..","..","..","..","..","..","..","..","0","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","4.54","..","..","..","..","..","..","..","..","..","..","..","..","0.48","..","..","..","..","..","..","..",".."
"Kuwait","","756.75","497.68","75.93","13.98","7.76","68.61","59.01","7.87","25.16","..","71.46","..","594.76","89.81","32.39","15.16","96.03","..","18.98","..","..","..","7.76","..","..","12","..","1.93","0.06","..","..","0.51","..","..","0.41","1.25","2.55","..","1.85","..","..","1.21","..","..","..","..","9.15","0.66","..","..","7.69","..","..","..","472.01","..","..","..","..","0.04","..","..","7.27","1.62","5.3","..","..","1.17","..","..","..","..","..","..","..","0.52","..","23.55","..","0.9","..","..","1.78","0.05","42.54","..","1.08","..","..","2.46","..","8.57","..","..","7.52","..","..","..","..","..","..","..","5.33","..","..","..","..","3.21","9.93","3.92","..","..","..","6.05","..","..","..","..","..","..","4.85","..","..","1.46","..","..","1.02","..","3.19","..","..","..","0.91","13.84","..","..","2","5.71","11.77","..","..","..","..","..","20.35","5.67","..","..","1.59","..","6.23","..","..","6.62","..","..","..","..",".."
"Latvia","","4.98","..","0.01","0.01","0","0.14","0.97","0.02","1.72","..","0.03","..","1.69","1.1","0.65","..","0.13","0","..","..","..","..","..","..","0.06","..","0.3","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.02","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0","0.49","0","..","..","..","..","..","..","..","..","0","..","..","..","..","0.03","..","..","..","0.07","..","0.06","..","..","..","..","..","..","..","..","..","..","..","0.01","..","0.23","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.01","..","0.07","0.03","..","..","..","..","..","..","..","0.62","0.01","..","..","0.57","0.23","..","..","0","..","..","0.01","..",".."
"Liechtenstein","","18.91","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Lithuania","","11.9","0.02","0.42","0.01","0.02","0.39","1.77","0.09","5.74","..","0.46","0","4.31","3.24","0.95","0","0.82","0.06","0","0","0","..","0.01","0.27","0.1","0.01","1.86","..","..","..","..","0","..","0.01","..","..","..","0","0","..","..","0.04","0","..","..","..","0.03","..","0","..","..","..","..","..","0","0","..","0","..","0.01","..","..","..","0.91","0","..","..","..","..","..","..","..","0.09","0.01","0.02","0.03","..","0","0.09","0","..","0","0","..","0.07","..","..","..","..","0","..","0","0.18","..","..","..","0","..","0.11","0.02","0.02","..","0.01","..","0.02","..","..","0","0","..","0.12","..","0.03","0.01","..","..","..","..","0","0","..","..","..","..","..","..","..","0","..","..","..","0.02","..","..","0.03","..","0.07","0.01","0","..","..","..","..","..","0","0.93","..","..","0.02","2.52","0.03","..","0","0","..","0.08","0.12","..","0"
"Malta","","47.16","1.54","0.28","..","0.02","0.15","0.05","0.17","0.08","..","0.36","..","0.29","1.65","0.11","..","1.91","0.03","0.06","0.01","..","..","..","..","..","0.02","..","..","..","..","..","..","..","..","..","..","..","..","..","0.04","..","..","..","..","..","..","..","..","..","0.04","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0","..","0","..","..","0.08","..","..","1.48","..","..","..","..","0.02","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.17","..","..","..","..","..","..","..","..","..","..","0.12","..","0.03","..","0.02","..","0.03","..","0","..","..","..","..","..","0.04","..","..","..","..","0.02","..","..","0.02","..","..","0.01","0.03","..",".."
"Qatar","","541.77","17.62","77.44","1.89","0.29","279.86","15.22","6.68","30.58","..","84.77","0.03","299.51","45.25","19.33","0.93","360.27","0.82","2.1","0.96","0.65","..","..","..","0.08","3.16","0.85","..","0.01","..","..","0.89","..","0.17","3.29","..","..","..","..","..","1.91","2.44","0.03","..","..","0.03","2.03","0.92","..","0.62","..","..","..","0.02","0.07","0.83","..","..","0.06","4.15","..","..","0.15","0.44","0.11","..","..","0.04","..","..","..","..","1.32","0.34","1.89","1.21","..","0.82","1.28","0.27","..","..","0.12","..","3.68","0.07","0.02","0.1","..","..","3.48","0.01","1.25","..","0.03","..","0.1","..","0.86","0.06","0.1","..","15.56","1.61","0.05","..","..","1.97","..","..","0.65","..","..","4.87","..","..","..","..","0.07","0.04","1.36","..","..","..","..","..","0.1","0.83","0.03","..","46.09","0.02","0.86","0.18","11.68","..","31.83","0.06","0.08","0.08","..","0.02","..","..","0.94","23.91","..","..","0.12","1.04","0.86","..","..","0.24","..","235.92","4.5","0.13","0.03"
"Romania","","75.3","0.36","1.96","0.19","0.13","3.13","1.33","0.38","64.67","0.17","2.22","0.04","59.25","10.76","55.23","0.35","4.71","0.22","1.34","0","0.12","..","..","0.08","0.13","0.06","0.13","0","0.04","..","0","0.03","..","0.04","0.01","..","..","..","0.1","..","0.01","0.05","0.06","..","0.02","..","0","0.06","0.03","0.62","..","0.01","..","..","0.13","..","..","..","..","..","..","0","..","0.11","..","0.02","..","0.01","..","..","0.05","0","0.02","0.02","0.1","0.23","0.02","0.72","0.12","0.03","..","..","0","..","0.55","0.01","..","0.04","..","0.02","..","..","0.01","..","..","0.01","0.01","..","53.4","0.01","0.01","..","0.14","..","0.02","..","..","0.01","..","0.06","0.06","..","0.22","0.02","0.05","..","..","..","0.02","..","0","..","..","..","0.03","..","0.02","2.82","..","..","0","0.01","..","0.02","0.02","..","0.81","..","0.37","0.04","..","0.01","..","..","0.04","4.1","0.49","0.03","0.03","2.58","0.02","0.06","0","0.24","..","0.61","0.11","0.35","0.01"
"Saudi Arabia","","1898.93","259.9","321.5","14.11","0.62","650.67","166.02","131.66","17.99","0.04","798.22","0.29","583.06","180.92","198.17","66.35","867.71","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
